country,points,price,province,region_1,region_2,variety,winery
US,89,35,Oregon,Rogue Valley,Southern Oregon,Syrah,Ledger David
US,89,24,Oregon,Rogue Valley,Southern Oregon,Sangiovese,Ledger David
Italy,89,22,Tuscany,Toscana,,Red Blend,Leopoldo I di Toscana
US,89,60,California,Paso Robles,Central Coast,Zinfandel,Lone Madrone
Chile,89,20,Colchagua Valley,,,Cabernet Sauvignon,Maquis
Chile,89,26,Limarí Valley,,,Red Blend,Maray
Italy,89,43,Tuscany,Toscana,,Sangiovese,Marchesi de' Frescobaldi
Italy,89,27,Lombardy,Valtellina Superiore,,Red Blend,Nino Negri
Italy,89,20,Lombardy,Valtellina Superiore,,Red Blend,Nino Negri
Italy,89,36,Lombardy,Valtellina Superiore,,Nebbiolo,Nino Negri
Italy,89,36,Lombardy,Terrazze Retiche di Sondrio,,White Blend,Nino Negri
France,89,16,Rhône Valley,Côtes du Rhône,,Rhône-style Red Blend,Ogier
Germany,89,22,Pfalz,,,Chardonnay,Pflüger
Italy,89,60,Tuscany,Toscana,,Pinot Nero,Podere Monastero
Italy,89,60,Tuscany,Toscana,,Red Blend,Poggio Mandorlo
US,89,36,California,Sierra Foothills,Sierra Foothills,G-S-M,Prospect 772
Chile,89,20,Casablanca Valley,,,Pinot Noir,Ritual
Greece,89,22,Nemea,,,Agiorgitiko,Semeli
Italy,89,35,Tuscany,Toscana,,Red Blend,Tenuta Sette Ponti
Italy,89,45,Tuscany,Toscana,,Cabernet Sauvignon,Terre del Marchesato
US,89,60,California,Mendocino County,,Pinot Noir,Tom Eddy
Spain,89,23,Catalonia,Priorat,,Red Blend,Vega Escal
Chile,89,25,Colchagua Valley,,,Cabernet Sauvignon,Viu Manent
US,89,26,California,Santa Barbara County,Central Coast,Pinot Noir,YNOT
US,84,45,California,Rutherford,Napa,Cabernet Sauvignon,Conn Creek
South Africa,84,11,Western Cape,,,Merlot,KWV
South Africa,84,9,Western Cape,,,Sauvignon Blanc,Thorntree
South Africa,84,9,Western Cape,,,Chenin Blanc,Indaba
US,84,40,California,Dry Creek Valley,Sonoma,Zinfandel,Mazzocco
Spain,84,13,Northern Spain,Toro,,Tempranillo,Valsanzo
Spain,84,9,Northern Spain,Navarra,,Red Blend,Castillo de Monjardin
Spain,84,17,Catalonia,Pla de Bages,,White Blend,Masies d'Avinyo
Spain,84,11,Northern Spain,Ribera del Duero,,Tempranillo,Arroyo
Spain,84,15,Central Spain,Valdepeñas,,Tempranillo,Viña Albali
US,84,10,California,Paso Robles,Central Coast,Merlot,Grayson
Spain,84,21,Northern Spain,Ribera del Duero,,Tempranillo,Osborne Selección
South Africa,84,12,Overberg,,,White Blend,Slowine
Spain,84,11,Central Spain,La Mancha,,Tempranillo,Condesa de Leganza
Australia,84,17,South Australia,Barossa,,Chardonnay,Schild Estate
US,84,21,California,Napa Valley,Napa,Sauvignon Blanc,St. Supéry
US,84,42,California,Napa Valley,Napa,Cabernet Sauvignon,Judd's Hill
US,83,35,California,Carneros,Napa-Sonoma,Cabernet Sauvignon,Truchard
Spain,83,49,Northern Spain,Ribera del Duero,,Tempranillo,Pago de los Capellanes
Spain,83,15,Northern Spain,Toro,,Tinta de Toro,Estancia Piedra
Spain,83,10,Central Spain,Vino de la Tierra de Castilla,,Viura,Osborne
Australia,83,15,Victoria,Yarra Valley,,Chardonnay,Marquee
US,83,25,California,Paicines,Central Coast,Merlot,Donati
US,93,75,California,Sonoma Coast,Sonoma,Pinot Noir,Joseph Phelps
US,93,45,California,Russian River Valley,Sonoma,Chardonnay,Brick & Mortar
France,93,30,Provence,Côtes de Provence,,Rosé,Château Grand Boise
Austria,93,19,Wachau,,,Riesling,Domäne Wachau
Austria,93,20,Kamptal,,,Grüner Veltliner,Eichinger
US,93,37,California,Santa Maria Valley,Central Coast,Chardonnay,Fess Parker
Argentina,93,70,Mendoza Province,Valle de Uco,,Red Blend,Finca El Origen
US,93,85,Washington,Walla Walla Valley (WA),Columbia Valley,Syrah,Gramercy
US,93,60,California,Santa Maria Valley,Central Coast,Nebbiolo,Palmina
US,93,65,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Pursued by Bear
US,93,75,New York,North Fork of Long Island,Long Island,Bordeaux-style Red Blend,Raphael
US,93,48,California,Spring Mountain District,Napa,Cabernet Sauvignon,Smith-Madrone
US,93,65,California,Napa Valley,Napa,Cabernet Sauvignon,Les Belles Collines
US,93,57,California,Russian River Valley,Sonoma,Pinot Noir,Merry Edwards
US,93,,California,Central Coast,Central Coast,Red Blend,Sanguis
Argentina,93,85,Mendoza Province,Mendoza,,Red Blend,Alta Vista
Argentina,93,140,Mendoza Province,Mendoza,,Malbec,Achaval-Ferrer
US,93,55,California,Alexander Valley,Sonoma,Cabernet Sauvignon,Aperture
Austria,93,36,Wachau,,,Riesling,Josef Jamek
US,93,50,California,Napa Valley,Napa,Cabernet Sauvignon,Turnbull
France,93,40,Provence,Côtes de Provence Sainte-Victoire,,Rosé,Château Coussin
France,93,100,Provence,Côtes de Provence,,Rosé,Château d'Esclans
US,93,65,California,Green Valley,Sonoma,Pinot Noir,Chenoweth
US,93,32,California,Edna Valley,Central Coast,Pinot Noir,Claiborne & Churchill
France,93,46,Provence,Côtes de Provence La Londe,,Rosé,Domaine Saint-André de Figuière
Austria,93,32,Wachau,,,Riesling,Domäne Wachau
US,93,60,California,Carneros,Napa-Sonoma,Chardonnay,Donum
US,93,32,California,Dry Creek Valley,Sonoma,Zinfandel,Dry Creek Vineyard
US,93,80,California,Sta. Rita Hills,Central Coast,Pinot Noir,Fiddlehead
US,93,75,California,Fort Ross-Seaview,Sonoma,Pinot Noir,Foretell
US,83,20,California,Russian River Valley,Sonoma,Chardonnay,Taft Street
Spain,83,11,Catalonia,Cava,,Sparkling Blend,Codorníu
Spain,83,10,Northern Spain,Rioja,,Viura,Monte Clavijo
Italy,83,15,Veneto,Prosecco,,Glera,Piera Martellozzo
Argentina,83,12,Mendoza Province,Mendoza,,Malbec,Siesta Wines
US,83,15,Virginia,Virginia,,White Blend,Stanburn
US,83,18,New Mexico,New Mexico,,Merlot,Vivác Winery
US,83,39,California,Santa Ynez Valley,Central Coast,Sangiovese,Coquelicot
Argentina,83,9,Mendoza Province,Tupungato,,Chardonnay,Acordeón
US,83,15,California,California,California Other,Riesling,Bread & Butter
US,83,11,California,Monterey County,Central Coast,Pinot Grigio,Castle Rock
US,83,20,California,California,California Other,Bordeaux-style Red Blend,Back Seat
US,83,30,California,Santa Ynez Valley,Central Coast,Cabernet Franc,Brander
France,83,13,Southwest France,Cahors,,Malbec,Château Nozières
Argentina,83,20,Mendoza Province,Tupungato,,Champagne Blend,Domaine Jean Bousquet
Argentina,83,13,Mendoza Province,Mendoza,,Cabernet Sauvignon,Tamarí
Spain,83,9,Central Spain,La Mancha,,Tempranillo,Vinícola de Castilla
US,83,36,New Mexico,New Mexico,,Red Blend,Vivác Winery
US,82,12,California,California,California Other,Sauvignon Blanc,Mirassou
US,82,10,California,Central Coast,Central Coast,Chardonnay,Castle Rock
US,82,12,Missouri,Missouri,,Norton,Mount Pleasant Winery
US,82,15,California,Fiddletown,Sierra Foothills,Zinfandel,Damas
US,82,24,Virginia,Virginia,,Pinot Grigio,Doukénie
Argentina,82,8,Mendoza Province,Mendoza,,Cabernet Sauvignon,Casa de Campo
US,82,30,California,Paso Robles,Central Coast,Viognier,Ranchero Cellars
US,82,30,California,Paso Robles,Central Coast,Bordeaux-style Red Blend,San Antonio
US,82,42,California,Santa Lucia Highlands,Central Coast,Pinot Noir,Talbott
Spain,82,22,Northern Spain,Rioja,,Red Blend,Urbina
US,82,11,California,Central Coast,Central Coast,Merlot,Castle Rock
France,82,11,Alsace,Alsace,,Pinot Auxerrois,Cave de Cleebourg
Spain,92,45,Catalonia,Priorat,,Red Blend,Genium Celler
Austria,92,20,Kremstal,,,Grüner Veltliner,Geyerhof
Austria,92,30,Kremstal,,,Riesling,Geyerhof
France,92,,Bordeaux,Pessac-Léognan,,Bordeaux-style Red Blend,Château Smith Haut Lafitte
France,92,45,Loire Valley,Coteaux du Layon Chaume,,Chenin Blanc,Domaine du Petit Métris
US,92,72,California,Russian River Valley,Sonoma,Pinot Noir,Donum
US,92,54,Washington,Yakima Valley,Columbia Valley,Syrah,Efeste
US,92,32,California,Sierra Foothills,Sierra Foothills,White Blend,Elyse
Italy,92,60,Piedmont,Barolo,,Nebbiolo,Francesco Rinaldi
US,92,25,Washington,Columbia Valley (WA),Columbia Valley,Malbec,Baer
US,92,30,California,Santa Cruz Mountains,Central Coast,Chardonnay,Bargetto
Austria,92,15,Kremstal,,,Grüner Veltliner,Buchegger
France,92,40,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Château de Ferrand
US,92,,California,Santa Barbara County,Central Coast,Pinot Noir,Hensteeth
Austria,92,,Kamptal,,,Grüner Veltliner,Hiedler
Spain,92,36,Northern Spain,Ribera del Duero,,Tempranillo,Lecco
US,92,66,California,Anderson Valley,,Pinot Noir,Maggy Hawk
US,92,28,California,Arroyo Seco,Central Coast,Chardonnay,Mercy
US,92,55,Washington,Walla Walla Valley (WA),Columbia Valley,Syrah,Saviah
Italy,92,87,Piedmont,Barolo,,Nebbiolo,Sobrero
US,92,52,California,Monterey,Central Coast,Pinot Noir,Talbott
Italy,92,40,Sicily & Sardinia,Etna,,Red Blend,Tenuta delle Terre Nere
US,92,32,California,Lodi,Central Valley,Chardonnay,The Tribe
Austria,92,14,Kremstal,,,Grüner Veltliner,Türk
US,91,18,California,Dry Creek Valley,Sonoma,Sauvignon Blanc,Dry Creek Vineyard
US,91,39,Washington,Red Mountain,Columbia Valley,Syrah,Efeste
US,91,49,Washington,Wahluke Slope,Columbia Valley,Mourvèdre,Efeste
Austria,91,19,Burgenland,,,Grüner Veltliner,Esterházy
US,91,50,Washington,Red Mountain,Columbia Valley,Bordeaux-style Red Blend,Fidelitas
US,91,38,California,Chalone,Central Coast,Chardonnay,Flywheel
Austria,87,15,Burgenland,,,White Blend,Gunter Triebaumer
France,87,,Bordeaux,Graves,,Bordeaux-style White Blend,Vieux Château Gaubert
Chile,87,12,Casablanca Valley,,,Syrah,Viña Casablanca
New Zealand,87,11,Marlborough,,,Sauvignon Blanc,Zeal
Italy,87,23,Veneto,Prosecco di Valdobbiadene,,Prosecco,Andreola Orsola
Italy,87,,Veneto,Prosecco di Valdobbiadene,,Prosecco,Antonini Ceresa
Italy,87,15,Veneto,Prosecco di Valdobbiadene,,Prosecco,Bellussi
France,87,80,Provence,Côtes de Provence,,Rosé,Château d'Esclans
US,87,15,California,Lodi,Central Valley,Cabernet Sauvignon,Christine Andrew
Italy,87,,Veneto,Prosecco di Valdobbiadene,,Prosecco,Colesel
Italy,87,18,Northeastern Italy,Friuli,,Ribolla Gialla,Colutta
Italy,87,20,Lombardy,Lugana,,Chardonnay,Costaripa
US,87,26,California,Carneros,Napa-Sonoma,Sparkling Blend,Domaine Carneros
US,87,20,New York,Finger Lakes,Finger Lakes,Cabernet Franc,Dr. Konstantin Frank
US,87,19,California,Sonoma-Napa-Mendocino,North Coast,Merlot,Kendall-Jackson
US,87,15,New York,Finger Lakes,Finger Lakes,Gewürztraminer,Lamoreaux Landing
US,87,23,California,Carneros,Napa-Sonoma,Chardonnay,MacRostie
Italy,87,20,Veneto,Prosecco di Valdobbiadene,,Prosecco,Malibràn
Australia,87,20,Western Australia,Western Australia,,Sauvignon Blanc-Semillon,Strait Jacket
Italy,87,24,Veneto,Prosecco di Valdobbiadene,,Prosecco,Val d'Oca
Chile,87,20,Colchagua Valley,,,Malbec,Viña Santa Cruz
Austria,87,,Wachau,,,Riesling,Emmerich Knoll
US,87,14,New York,Finger Lakes,Finger Lakes,Riesling,Fox Run
Chile,88,12,Colchagua Valley,,,Red Blend,Calcu
US,88,19,Washington,Columbia Valley (WA),Columbia Valley,Chardonnay,Cave B
Greece,88,20,Atalanti Valley,,,Cabernet Sauvignon,Hatzimichalis
New Zealand,87,18,Wairau Valley,,,Sauvignon Blanc,Goldwater
New Zealand,87,30,Hawke's Bay,,,Syrah,Gunn Estate
US,87,35,California,San Benito County,Central Coast,Tempranillo,Bella Luna
US,87,22,California,Carneros,Napa-Sonoma,Pinot Grigio,Benessere
Italy,87,12,Piedmont,Dolcetto d'Acqui,,Dolcetto,Vigne Regali
Bulgaria,87,8,Thracian Valley,,,Cabernet Sauvignon,Vini
Italy,87,18,Piedmont,Langhe,,Red Blend,Virna Borgogno
US,87,50,California,San Francisco Bay,Central Coast,Chardonnay,Hestan
Italy,87,27,Piedmont,Langhe,,Nebbiolo,Cascina Bruciata
Italy,87,23,Piedmont,Dolcetto d'Alba,,Dolcetto,Cascina Bruciata
France,87,60,Burgundy,Nuits-St.-Georges,,Pinot Noir,Chanson Père et Fils
US,87,78,California,Monterey County,Central Coast,Malbec-Syrah,Château Julien
Romania,87,9,Sebes,,,Sauvignon Blanc,Cramele Halewood
Romania,87,7,Recas,,,Feteascǎ Regalǎ,Cramele Recas
Chile,87,16,Maipo Valley,,,Cabernet Sauvignon,De Martino
France,87,79,Burgundy,Beaune,,Chardonnay,Domaine Jacques Prieur
US,87,36,California,Napa Valley,Napa,Zinfandel,Fontanella
Chile,87,11,Colchagua Valley,,,Carmenère,François Lurton
,,,,,,,
US,92,39,California,Central Coast,Central Coast,Pinot Noir,Williams Selyem
US,92,48,California,Happy Canyon of Santa Barbara,Central Coast,Cabernet Sauvignon,Zaca Mesa
US,92,30,California,Mendocino County,,Zinfandel,Saracina
US,92,30,California,El Dorado,Sierra Foothills,Rhône-style Red Blend,Skinner
US,92,36,California,El Dorado,Sierra Foothills,Rhône-style Red Blend,The Withers Winery
Spain,92,45,Northern Spain,Vino de la Tierra de Castilla y León,,Tempranillo,Leda
Spain,92,25,Northern Spain,Rioja,,Tempranillo Blend,Marqués de Cáceres
Spain,92,60,Spain Other,Spain,,Sparkling Blend,Raventós I Blanc
Germany,92,,Mosel,,,Riesling,Reinhold Haart
US,92,54,California,Sonoma Coast,Sonoma,Pinot Noir,Gros Ventre
US,92,35,California,Napa Valley,Napa,Syrah,Havens
US,92,60,California,Yountville,Napa,Cabernet Sauvignon,Liparita
US,92,21,Oregon,Southern Oregon,Southern Oregon,Viognier,Spangler
Australia,92,23,Victoria,Nagambie Lakes,,Marsanne,Tahbilk
US,92,30,California,Sierra Foothills,Sierra Foothills,Mourvèdre,Terre Rouge
US,92,50,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,The Eyrie Vineyards
US,92,34,California,Contra Costa County,Central Coast,Zinfandel,Three
US,92,22,California,Contra Costa County,Central Coast,Zinfandel,Three
US,92,125,California,Diamond Mountain District,Napa,Cabernet Franc,Wallis Family Estate
US,92,45,Oregon,Willamette Valley,,Pinot Noir,WildAire
France,92,119,Burgundy,Puligny-Montrachet,,Chardonnay,Domaine Faiveley
France,92,33,Alsace,Alsace,,Red Blend,Domaine Marcel Deiss
US,92,60,Oregon,Willamette Valley,,Pinot Noir,Elk Cove
US,92,97,California,Calistoga,Napa,Cabernet Sauvignon,B Cellars
US,92,35,California,Santa Cruz Mountains,Central Coast,Syrah,Beauregard
US,92,58,Oregon,Eola-Amity Hills,Willamette Valley,Pinot Noir,Bethel Heights
Greece,92,21,Santorini,,,Assyrtico,Boutari
France,92,50,Burgundy,Chablis,,Chardonnay,Chanson Père et Fils
France,92,40,Burgundy,Pouilly-Fuissé,,Chardonnay,Château de Lavernette
US,94,32,California,Carneros,Napa-Sonoma,Chardonnay,Clos du Val
US,94,85,California,Napa Valley,Napa,Chardonnay,Hertelendy
US,94,44,California,Green Valley,Sonoma,Sparkling Blend,Iron Horse
US,94,115,California,Napa Valley,Napa,Cabernet Franc,Jarvis
US,94,70,California,Russian River Valley,Sonoma,Chardonnay,Lynmar
US,94,60,California,Carneros,Napa-Sonoma,Chardonnay,Patz & Hall
US,93,90,California,Napa Valley,Napa,Cabernet Sauvignon,Addendum
US,93,48,California,Ballard Canyon,Central Coast,Rhône-style Red Blend,Bodega de Edgar
France,93,26,Southwest France,Cahors,,Malbec,Château du Cèdre
France,93,80,Bordeaux,Sauternes,,Bordeaux-style White Blend,Château Simon
France,93,50,Southwest France,Côtes de Bergerac,,Cabernet Franc,Château Tour des Gendres
Portugal,93,45,Douro,,,Portuguese Red,Conceito Vinhos
France,93,23,Southwest France,Gaillac,,Red Blend,Domaine Rotier
US,93,58,California,Sta. Rita Hills,Central Coast,Pinot Noir,Fess Parker
US,93,45,California,Sonoma Coast,Sonoma,Pinot Noir,Keller
US,93,60,California,Ballard Canyon,Central Coast,Rhône-style White Blend,Kimsey
US,93,40,California,Santa Barbara County,Central Coast,Grenache,Margerum
US,93,48,California,Santa Barbara County,Central Coast,Grenache,Montemar Wines
US,93,42,California,Napa County,Napa,Sparkling Blend,Mumm Napa
Portugal,93,26,Dão,,,Portuguese Red,Quinta do Sobral
US,93,48,California,Napa Valley,Napa,Zinfandel,Robert Biale
US,93,22,California,Santa Barbara County,Central Coast,Red Blend,Stolpman
US,93,68,California,Santa Ynez Valley,Central Coast,Syrah,Zaca Mesa
Chile,93,70,Maipo Valley,,,Cabernet Sauvignon,Ventisquero
US,93,95,California,Rutherford,Napa,Cabernet Sauvignon,Addendum
US,93,50,California,Russian River Valley,Sonoma,Chardonnay,Benovia
US,93,38,California,Santa Barbara County,Central Coast,Mourvèdre,Bodega de Edgar
US,93,45,California,Central Coast,Central Coast,Rhône-style Red Blend,Bonny Doon
US,93,48,California,Central Coast,Central Coast,Rhône-style White Blend,Bonny Doon
US,93,58,California,Napa Valley,Napa,Chardonnay,Chateau Montelena
US,86,20,California,Yountville,Napa,Pinot Noir,Elizabeth Rose
Italy,86,25,Italy Other,Vino Spumante,,Chardonnay,Luretta
France,86,,Burgundy,Bourgogne Hautes Côtes de Nuits,,Pinot Noir,Nuiton-Beaunoy
Spain,86,10,Northern Spain,Rioja,,Tempranillo,Pagos del Rey
Portugal,86,,Port,,,Port,Quinta da Romaneira
US,86,25,California,Green Valley,Sonoma,Pinot Noir,Ron Rubin
Portugal,86,18,Douro,,,Portuguese White,Wines & Winemakers
Spain,86,12,Northern Spain,Navarra,,Garnacha,Bodegas Artazu
Spain,86,17,Northern Spain,Rioja,,Tempranillo Blend,Telmo Rodríguez
Spain,86,9,Levante,Alicante,,Monastrell,Volver
US,86,14,Oregon,Rogue Valley,Southern Oregon,Pinot Gris,Foris
Germany,86,22,Mosel,,,Riesling,Dr. Hermann
Portugal,86,20,Alentejano,,,Portuguese White,Herdade do Rocim
Portugal,86,55,Port,,,Port,Niepoort
Portugal,86,24,Port,,,Port,Offley
France,85,18,Burgundy,Côte Chalonnaise,,Pinot Noir,Vignerons de Buxy
Spain,85,8,Northern Spain,Rueda,,Verdejo,Viña Vilano
Portugal,85,10,Vinho Verde,,,Portuguese White,Adega Cooperativa Ponte de Lima
US,85,25,Oregon,Umpqua Valley,Southern Oregon,Viognier,Abacela
US,85,42,California,Sonoma Coast,Sonoma,Pinot Noir,Bonneau
Portugal,85,19,Alentejano,,,Portuguese White,Bacalhôa Wines of Portugal
France,85,26,Burgundy,Pouilly-Fuissé,,Chardonnay,Barton & Guestier
Portugal,85,10,Lisboa,,,Portuguese White,Casa Santos Lima
Germany,85,10,Mosel,,,Riesling,Johann Falkenburg
Germany,85,30,Mosel,,,Riesling,Reichsgraf von Kesselstatt
France,85,18,Burgundy,Chablis,,Chardonnay,Simonnet-Febvre
US,85,26,Oregon,Rogue Valley,Southern Oregon,Tempranillo,RoxyAnn
Italy,85,22,Italy Other,Vino Spumante,,Passerina,Ciù Ciù
Portugal,85,19,Alentejano,,,Portuguese White,Dona Maria-Júlio Bastos
France,93,,Southwest France,Côtes de Bergerac,,Merlot,Château Tour des Gendres
France,93,22,Southwest France,Cahors,,Malbec,Château Vincens
US,93,18,Washington,Columbia Valley (WA),Columbia Valley,Riesling,Sleight of Hand
US,93,59,California,California,California Other,Chardonnay,Testarossa
US,93,62,California,Santa Lucia Highlands,Central Coast,Pinot Noir,Testarossa
Argentina,93,90,Mendoza Province,Tupungato,,Malbec,Zuccardi
Spain,93,45,Northern Spain,Rioja,,Tempranillo Blend,Marqués de Riscal
US,93,150,California,Oakville,Napa,Bordeaux-style Red Blend,Maybach
US,93,100,California,Oakville,Napa,Cabernet Sauvignon,Nickel & Nickel
US,93,65,Washington,Walla Walla Valley (WA),Columbia Valley,Grenache,No Girls
US,93,85,Washington,Walla Walla Valley (WA),Columbia Valley,Cabernet Sauvignon,Cayuse
France,93,13,Southwest France,Cahors,,Malbec-Merlot,Château Vincens
US,93,40,California,Arroyo Grande Valley,Central Coast,Pinot Noir,Au Bon Climat
US,93,125,California,Napa Valley,Napa,Bordeaux-style Red Blend,Blackbird Vineyards
US,93,75,California,Spring Mountain District,Napa,Cabernet Sauvignon,Terra Valentine
Italy,93,90,Southern Italy,Taurasi,,Aglianico,Mastroberardino
US,93,125,California,Calistoga,Napa,Cabernet Sauvignon,Maybach
US,93,65,Washington,Walla Walla Valley (WA),Columbia Valley,Syrah,No Girls
France,93,40,Southwest France,Cahors,,Malbec,Château de Gaudou
France,93,,Southwest France,Côtes de Bergerac,,Bordeaux-style Red Blend,Château Tour des Gendres
France,93,127,Loire Valley,Vouvray,,Chenin Blanc,Domaine Pichot
France,93,57,Rhône Valley,Châteauneuf-du-Pape,,Rhône-style Red Blend,M. Chapoutier
France,93,,Southwest France,Gaillac,,Red Blend,Domaine Rotier
France,85,13,Loire Valley,Val de Loire,,Sauvignon Blanc,Domaine Joël Delaunay
Italy,85,,Southern Italy,Salice Salentino,,Red Blend,Petrelli
France,85,8,Southwest France,Côtes de Gascogne,,White Blend,Producteurs Plaimont
Italy,85,40,Southern Italy,Castel del Monte,,Uva di Troia,Santa Lucia
South Africa,85,10,Stellenbosch,,,Chenin Blanc-Sauvignon Blanc,Beau Joubert
Italy,85,20,Southern Italy,Primitivo di Manduria,,Primitivo,Villa Mottura
Chile,85,8,Colchagua Valley,,,Chardonnay,Viña Bisquertt
Chile,85,10,Maule Valley,,,Pinot Noir,Viña Requingua
US,85,13,California,Russian River Valley,Sonoma,Pinot Noir,Kirkland Signature
US,85,85,California,Napa Valley,Napa,Cabernet Sauvignon,Krupp Brothers
Chile,85,18,Casablanca Valley,,,Malbec,Lomas del Valle
